Date,electricity_demand
21-04-2019 16:00,187.7197934
17-09-2020 11:00,216.3619606
14-02-2020 10:00,210.3381364
01-02-2021 06:00,239.6826007
19-12-2021 15:00,220.7052619
22-02-2023 11:00,232.0731582
26-05-2023 16:00,237.2191882
23-02-2022 06:00,235.9991718
09-05-2023 05:00,261.7010804
21-12-2019 22:00,186.9190402
18-04-2019 06:00,262.3507866
28-10-2019 08:00,196.1715626
23-05-2021 14:00,212.7043447
06-09-2022 05:00,237.4731017
30-01-2020 12:00,207.0400401
27-10-2023 16:00,200.7193774
11-05-2023 11:00,250.2052868
19-07-2020 22:00,164.9175674
13-01-2022 18:00,206.7807609
25-06-2021 06:00,234.6064097
09-09-2019 14:00,188.3749109
28-03-2021 07:00,260.7556735
19-02-2021 13:00,221.5069182
25-02-2021 22:00,221.6757201
27-12-2022 13:00,218.6842575
05-07-2021 16:00,183.2605529
16-10-2020 20:00,186.9576721
15-10-2020 18:00,184.09215
29-10-2021 09:00,222.6650577
09-11-2019 19:00,166.3600619
19-04-2022 21:00,216.5385767
08-08-2019 14:00,197.4909179
18-09-2019 21:00,183.2362115
26-09-2020 21:00,182.9269765
04-07-2021 20:00,199.7909338
28-12-2019 19:00,194.1634384
21-07-2022 07:00,229.97859
20-07-2021 12:00,227.2363976
14-02-2022 18:00,216.5019127
10-02-2021 14:00,212.0473353
30-10-2022 14:00,210.3368393
15-09-2022 16:00,182.9710586
04-09-2023 19:00,191.8541061
04-01-2023 22:00,222.0997533
16-01-2020 18:00,184.2249803
18-10-2019 16:00,176.3215196
10-03-2020 18:00,203.6604184
12-10-2022 14:00,206.532866
20-10-2023 08:00,237.5494575
29-10-2019 03:00,205.3205171
04-04-2021 22:00,225.2380254
26-08-2022 11:00,201.1561892
04-01-2020 10:00,216.3827861
19-01-2022 17:00,192.8960782
26-09-2023 13:00,206.0384121
28-11-2021 10:00,221.3935384
23-01-2022 18:00,211.815982
10-06-2021 22:00,212.3538675
04-05-2020 18:00,194.5917848
03-01-2021 00:00,215.7239511
29-08-2023 16:00,183.5333646
08-02-2021 17:00,194.3450697
20-11-2022 00:00,224.6809782
05-05-2022 20:00,218.07041
20-01-2020 20:00,199.4289349
16-12-2023 14:00,217.9254635
30-03-2021 09:00,241.3999016
04-12-2022 21:00,193.0273955
11-06-2022 14:00,224.0036812
23-05-2020 21:00,215.7542696
30-06-2023 05:00,248.244916
23-12-2020 18:00,183.898475
02-10-2023 10:00,221.2644676
05-03-2020 00:00,196.9857817
19-10-2021 20:00,178.1999344
15-02-2019 20:00,204.0874716
21-01-2021 13:00,218.2693731
29-04-2022 15:00,235.0742093
20-08-2021 23:00,219.1567242
04-03-2019 10:00,234.5271268
16-07-2022 05:00,228.4807953
03-04-2023 15:00,223.718874
15-06-2023 07:00,242.4957718
27-03-2023 12:00,232.8642206
03-06-2022 06:00,238.1111777
28-03-2022 13:00,238.1547411
22-12-2020 12:00,204.7386618
18-05-2021 06:00,236.0929832
13-12-2022 14:00,199.9268781
10-06-2022 16:00,202.6348695
06-02-2019 02:00,222.3723936
10-10-2022 04:00,215.3937334
15-11-2020 14:00,195.533785
23-08-2021 04:00,232.222755
20-09-2020 20:00,190.1288269
14-01-2021 01:00,226.4241022
01-08-2019 14:00,188.4573107
09-02-2021 21:00,198.8843357
05-04-2023 11:00,244.4422412
30-03-2023 08:00,246.7469644
27-04-2021 13:00,225.2717067
17-03-2023 13:00,254.2786155
10-12-2020 18:00,186.9118406
03-09-2020 10:00,202.6053978
14-10-2021 17:00,182.8926253
07-09-2020 08:00,190.2063708
08-01-2023 21:00,202.4008274
16-08-2019 17:00,173.6264677
29-05-2019 07:00,216.9413513
01-04-2023 01:00,245.9496231
17-04-2020 05:00,252.4614675
09-08-2022 19:00,199.5428658
06-07-2022 07:00,247.3938725
12-05-2021 23:00,214.5463773
06-09-2020 00:00,200.6249906
25-03-2019 07:00,228.1212827
12-09-2020 01:00,211.0229085
12-06-2020 11:00,202.7831172
24-04-2021 23:00,224.7013218
07-12-2023 04:00,227.9768249
11-06-2019 20:00,189.8817767
01-11-2022 21:00,206.0735108
26-05-2021 07:00,233.7423608
02-06-2019 19:00,196.3901203
06-10-2022 01:00,199.9670732
02-10-2022 20:00,178.1501513
26-04-2023 13:00,248.4615017
25-12-2020 17:00,184.7527426
05-06-2022 17:00,207.1373784
11-12-2021 07:00,240.0424127
04-10-2023 21:00,194.249201
08-09-2022 00:00,210.2920287
20-09-2021 06:00,226.592093
02-09-2021 22:00,185.1878843
17-01-2023 15:00,208.1534157
05-01-2023 14:00,208.7566763
20-03-2023 05:00,250.8174229
25-09-2020 10:00,192.5553063
06-04-2021 05:00,242.3084663
08-06-2023 03:00,237.6293285
13-07-2021 23:00,197.4925066
17-07-2021 00:00,206.1707568
06-12-2023 10:00,235.9232468
14-02-2021 12:00,224.6299492
15-05-2020 03:00,232.7076072
30-08-2022 14:00,187.2789378
03-12-2023 17:00,210.5246088
08-06-2022 18:00,226.4488774
12-09-2023 19:00,193.0236914
25-01-2022 17:00,200.9716477
14-12-2019 00:00,201.9389858
22-11-2023 16:00,199.0748387
10-09-2020 11:00,205.9280322
06-05-2022 05:00,241.4430964
24-11-2022 01:00,237.5283297
07-03-2023 06:00,261.690325
10-01-2019 22:00,186.1144607
31-05-2022 15:00,210.2886809
03-04-2020 10:00,243.6223889
11-03-2020 06:00,248.9843564
21-04-2019 17:00,205.5442835
11-04-2023 21:00,224.7667525
03-12-2022 23:00,229.969322
25-10-2022 02:00,221.3901673
11-05-2022 07:00,269.0199434
09-02-2021 05:00,248.8587478
31-07-2022 02:00,228.4119644
24-12-2019 21:00,187.8407767
05-07-2019 14:00,204.8223998
08-06-2021 07:00,238.7395008
12-12-2022 14:00,210.9680741
04-06-2023 09:00,241.7557843
17-02-2020 11:00,232.4503978
11-10-2023 14:00,216.4606789
27-10-2021 22:00,191.245191
21-09-2021 11:00,196.779325
18-01-2023 07:00,231.0407115
13-10-2023 18:00,197.4915434
12-02-2020 02:00,187.5809205
17-11-2021 20:00,190.7849544
24-03-2019 22:00,214.215381
06-05-2023 05:00,255.3531484
03-07-2021 07:00,233.4085609
10-07-2023 01:00,229.4910373
22-07-2021 08:00,240.2624946
15-05-2022 16:00,242.3564511
20-08-2023 09:00,237.9075097
12-10-2022 10:00,216.8187621
09-08-2022 08:00,211.7977447
01-07-2022 12:00,211.1343739
14-01-2019 17:00,190.7702543
08-09-2023 04:00,223.9050504
01-12-2022 02:00,208.8092693
14-09-2022 20:00,197.4187012
29-04-2019 10:00,240.0357578
23-01-2023 23:00,238.6114753
28-11-2023 14:00,224.5103532
05-06-2022 18:00,198.9983034
24-04-2022 23:00,232.2479164
24-09-2020 10:00,201.4552012
31-08-2019 17:00,154.977289
02-11-2022 21:00,195.5072403
02-03-2019 04:00,235.3177549
17-02-2020 22:00,209.9987517
17-01-2019 19:00,185.7544084
14-04-2019 08:00,227.5997968
24-04-2020 21:00,215.3571007
17-05-2020 12:00,212.8851127
15-09-2021 21:00,188.2106504
19-03-2021 13:00,203.4244235
03-01-2020 04:00,224.9759064
20-11-2023 22:00,208.6933374
26-02-2023 04:00,272.6049316
12-06-2023 13:00,237.1834521
06-10-2021 00:00,207.6301323
15-11-2021 08:00,226.5621312
20-06-2023 10:00,239.6996623
08-03-2019 07:00,204.9060856
20-06-2022 11:00,239.8812699
28-01-2020 13:00,211.0285857
02-10-2023 14:00,193.0423839
15-10-2020 13:00,193.5060629
14-06-2020 14:00,198.8756495
23-11-2019 12:00,203.2720748
02-07-2019 06:00,232.8096869
11-01-2021 02:00,227.8520183
16-04-2023 13:00,241.8473091
12-11-2022 01:00,226.020637
29-06-2022 07:00,238.0332434
20-06-2021 16:00,211.7605093
08-03-2023 18:00,207.7768658
08-08-2021 04:00,245.9590007
18-10-2019 07:00,208.9694644
10-12-2019 23:00,209.4429059
12-02-2022 20:00,204.2619803
09-05-2020 18:00,196.3490849
11-12-2019 10:00,218.9606703
09-08-2019 02:00,214.6555866
21-03-2021 15:00,210.6510587
23-11-2019 07:00,222.998111
06-02-2023 01:00,224.6235795
23-03-2019 17:00,199.6897116
23-11-2021 13:00,209.6075555
04-12-2019 18:00,178.4424624
03-02-2020 17:00,191.7117367
11-05-2020 02:00,235.0414134
24-12-2019 11:00,213.5563006
23-08-2021 10:00,226.7104269
04-01-2019 10:00,225.8671118
14-04-2020 20:00,223.8733236
07-02-2020 00:00,218.8816227
30-09-2023 23:00,204.2818351
01-11-2020 11:00,211.3418943
12-06-2022 00:00,220.9492457
18-03-2022 14:00,222.2928094
28-01-2021 20:00,210.0117083
19-11-2019 10:00,207.4727822
09-10-2022 23:00,201.7067923
30-03-2023 02:00,255.032995
20-05-2022 10:00,243.4063822
10-07-2021 23:00,223.8031643
31-08-2019 00:00,218.0591381
17-12-2019 11:00,217.4183351
03-02-2023 15:00,234.8696244
06-05-2023 15:00,203.2522167
15-11-2022 03:00,226.2435295
03-11-2020 17:00,176.5612864
18-11-2020 12:00,192.3250071
09-10-2021 01:00,199.4386008
11-02-2019 03:00,233.5159504
28-01-2022 14:00,233.9747614
14-11-2021 20:00,187.2078123
22-02-2021 22:00,234.3509013
28-02-2020 03:00,244.3981634
07-10-2019 01:00,206.1211921
08-11-2023 15:00,222.8665068
28-07-2019 11:00,198.6926111
03-03-2020 08:00,244.461396
01-10-2022 22:00,188.6003449
08-03-2019 14:00,205.013803
17-03-2023 12:00,241.2145359
07-06-2019 03:00,217.8882877
04-09-2019 16:00,185.8174056
04-05-2020 17:00,198.6483335
03-09-2023 13:00,209.0376174
15-09-2019 00:00,188.1508339
09-05-2020 14:00,226.6669807
28-04-2023 09:00,268.7819861
09-12-2020 05:00,246.9500881
08-03-2021 10:00,237.9366388
06-06-2022 20:00,232.4896945
31-08-2022 20:00,201.9647844
21-04-2020 16:00,204.3689122
13-04-2020 01:00,226.066337
24-09-2019 12:00,190.6479717
29-01-2021 16:00,190.7291722
02-07-2021 23:00,219.5498707
16-03-2021 19:00,208.2649956
29-05-2022 22:00,213.5972589
13-10-2020 08:00,188.3080098
30-01-2019 14:00,200.0028541
29-08-2021 05:00,205.2798948
12-03-2019 00:00,219.2852228
29-10-2022 14:00,195.3444173
28-04-2020 17:00,194.4614233
24-09-2019 04:00,215.2198404
25-03-2020 12:00,204.8776071
24-11-2020 20:00,187.2974893
14-05-2022 12:00,238.2815871
30-10-2020 06:00,210.9389927
17-09-2021 10:00,209.6265136
22-06-2020 21:00,196.8097131
17-11-2020 06:00,239.0046031
17-10-2022 11:00,218.1344634
15-01-2019 12:00,196.8840883
02-05-2023 12:00,236.8495251
11-04-2022 08:00,247.6595092
21-03-2022 22:00,215.5031084
04-08-2020 15:00,187.4179609
01-03-2023 23:00,244.7039746
08-09-2019 16:00,194.7191382
14-06-2021 23:00,205.9254429
25-07-2019 02:00,213.3395264
29-01-2023 14:00,228.9593146
12-10-2023 23:00,217.8561438
10-02-2023 13:00,229.4237076
21-08-2023 12:00,227.5743066
25-04-2021 21:00,221.0741646
23-03-2022 09:00,257.6925722
12-11-2020 12:00,191.8842034
26-11-2022 01:00,223.4531141
19-12-2021 20:00,210.2730209
02-06-2019 10:00,221.4031513
25-11-2021 21:00,186.6356263
04-12-2019 20:00,192.574307
09-08-2022 10:00,232.8440861
06-09-2020 19:00,183.2918706
05-02-2022 03:00,234.0315442
02-05-2020 06:00,235.7885827
14-10-2021 20:00,163.8596291
26-12-2022 12:00,197.5321455
09-02-2021 09:00,231.8914074
07-07-2021 19:00,196.9043365
12-09-2019 14:00,190.3668531
31-03-2019 19:00,190.9896496
23-03-2023 04:00,267.4981891
26-09-2023 05:00,226.5463556
25-04-2023 04:00,260.6365712
08-03-2023 02:00,261.6857953
26-07-2021 07:00,223.7137072
30-11-2021 21:00,202.4097933
21-02-2022 05:00,235.7904628
09-02-2020 07:00,235.55789
13-03-2023 15:00,221.1840822
29-01-2022 01:00,251.5296713
10-02-2023 18:00,212.4342376
03-09-2022 12:00,216.1337721
01-12-2023 16:00,211.1745399
12-04-2023 14:00,232.6616683
04-01-2021 00:00,214.9781617
17-05-2023 04:00,256.9800023
16-05-2020 18:00,197.8473608
21-06-2022 01:00,220.2985647
30-09-2019 10:00,194.3108401
20-08-2021 01:00,199.7697649
10-04-2023 17:00,222.815172
21-10-2021 13:00,194.6355484
24-11-2020 08:00,220.7976668
10-01-2019 13:00,204.3457607
28-03-2023 12:00,247.935617
06-12-2022 11:00,243.2788446
23-10-2022 00:00,202.6071466
16-04-2022 04:00,244.7021359
04-10-2020 15:00,173.2713933
21-02-2021 04:00,236.6913756
02-11-2020 06:00,216.6524284
14-08-2019 08:00,208.7582323
20-08-2022 08:00,229.2942073
20-10-2023 18:00,198.1978921
29-01-2019 08:00,232.1837453
12-02-2020 06:00,233.7866909
06-11-2019 05:00,212.1209884
07-02-2021 14:00,220.8875749
16-02-2019 23:00,198.9070338
13-06-2019 19:00,203.3494553
04-04-2019 21:00,202.2625114
17-05-2020 18:00,202.1265047
06-04-2021 01:00,241.2634339
10-02-2022 07:00,263.2279217
10-07-2021 15:00,189.4787125
04-08-2019 09:00,198.2214563
06-08-2020 22:00,187.3645014
10-10-2020 20:00,181.896004
20-05-2020 13:00,216.6473974
25-11-2021 09:00,
28-02-2023 14:00,223.1764425
12-01-2021 19:00,203.2556145
14-02-2021 21:00,208.7277432
08-04-2023 19:00,230.2509019
15-04-2021 13:00,209.036322
07-11-2019 06:00,220.839192
06-01-2020 03:00,217.9004199
10-01-2020 01:00,213.3788228
02-06-2023 16:00,212.3471262
11-08-2019 01:00,181.7246876
19-10-2020 20:00,167.2477458
23-07-2019 05:00,221.5536353
25-10-2020 00:00,187.607205
27-09-2023 11:00,203.7542627
20-01-2023 16:00,220.5223903
29-10-2020 10:00,214.8620344
17-01-2023 02:00,249.4963846
07-12-2020 16:00,172.5847979
11-02-2023 08:00,227.7606199
22-05-2022 05:00,256.0504643
27-05-2021 22:00,203.214424
26-12-2020 09:00,225.1948875
22-07-2019 16:00,180.0663511
21-07-2021 07:00,236.1608314
17-11-2020 09:00,226.9471948
16-05-2019 07:00,224.9749136
10-06-2019 18:00,180.8268815
31-12-2022 16:00,227.4833023
13-11-2020 16:00,175.6802073
04-01-2023 07:00,
10-09-2019 11:00,201.2519742
10-02-2021 07:00,249.901828
27-11-2020 10:00,204.5803273
07-03-2020 13:00,195.7142499
26-02-2019 13:00,212.1381828
29-01-2023 12:00,229.2997621
15-10-2020 16:00,182.1989184
07-12-2021 17:00,187.5678108
14-04-2021 10:00,257.0851616
24-11-2019 15:00,175.8919901
10-12-2022 01:00,238.9846339
25-09-2022 16:00,204.1178611
17-03-2023 14:00,229.7010421
15-06-2023 00:00,254.4162055
29-06-2023 13:00,228.9954572
17-07-2019 13:00,199.0722429
25-10-2020 05:00,216.4359622
24-03-2022 06:00,256.5955585
09-02-2020 21:00,191.3833082
24-07-2020 10:00,233.1524498
17-10-2021 22:00,198.612666
13-01-2022 15:00,212.1723267
11-09-2023 13:00,215.8222899
02-09-2020 05:00,234.4772109
22-11-2019 07:00,232.5630163
07-04-2023 23:00,239.8635109
16-06-2022 18:00,209.6714795
23-09-2023 21:00,204.1870203
15-06-2022 09:00,226.0469824
11-04-2020 15:00,207.8449658
24-06-2021 18:00,202.0074776
09-12-2021 14:00,199.7774205
19-05-2023 11:00,239.7877193
20-04-2023 23:00,224.8202305
15-07-2020 17:00,179.9567542
10-12-2020 09:00,223.7259655
23-08-2022 11:00,230.8990066
28-02-2023 15:00,247.1666734
29-05-2019 02:00,202.2107981
14-01-2019 02:00,226.8498352
25-12-2021 21:00,203.6907416
28-02-2021 18:00,204.7551405
16-04-2021 00:00,210.9513651
18-04-2021 20:00,206.6489329
13-03-2020 06:00,234.392191
11-03-2023 22:00,239.2869885
18-06-2023 04:00,249.402974
02-12-2021 15:00,204.7929437
12-01-2023 19:00,205.5144807
03-12-2023 01:00,216.3127644
25-05-2022 08:00,272.3868649
28-03-2019 12:00,222.5387576
14-03-2021 09:00,252.140088
13-05-2021 15:00,221.6839882
30-12-2023 17:00,206.6247193
13-02-2019 02:00,216.1817744
17-12-2020 14:00,206.3987741
05-03-2019 03:00,227.3415074
21-05-2021 12:00,220.6511415
26-05-2019 13:00,200.6784409
25-07-2023 04:00,265.8962446
23-09-2022 17:00,188.4433325
22-09-2021 11:00,206.143584
16-06-2020 06:00,230.911968
27-04-2021 05:00,257.8304018
20-08-2020 23:00,202.0070471
02-02-2019 01:00,231.8973799
08-08-2022 04:00,230.4448328
07-01-2023 08:00,232.7022711
22-10-2020 03:00,255.8655275
10-10-2019 05:00,197.463103
13-06-2020 02:00,209.2784937
11-12-2020 01:00,213.7355684
27-11-2019 15:00,191.499259
20-05-2019 01:00,215.9920626
05-03-2020 09:00,221.9527402
01-08-2022 10:00,214.7544573
24-11-2023 15:00,195.1309145
14-05-2021 07:00,249.2090506
05-06-2021 18:00,185.986892
12-04-2022 00:00,239.2649007
03-04-2021 01:00,245.3268764
22-02-2020 11:00,241.8445414
22-12-2021 07:00,231.5510151
01-11-2021 22:00,177.4497029
29-09-2022 16:00,188.1966965
28-11-2022 22:00,206.6947401
23-02-2019 17:00,172.0554072
15-10-2023 10:00,226.4967444
18-05-2022 05:00,231.3133364
16-03-2020 04:00,262.0381173
03-09-2023 20:00,196.5100015
23-06-2019 05:00,219.5771633
02-05-2023 10:00,253.7950179
24-01-2020 10:00,223.3714495
22-01-2022 05:00,233.1427197
11-09-2021 14:00,195.945835
16-09-2021 12:00,209.5160973
09-10-2019 14:00,200.4195517
27-03-2020 06:00,256.7323543
16-12-2019 16:00,200.3355888
01-11-2022 20:00,179.0991522
03-12-2020 08:00,220.2131822
22-02-2023 18:00,239.0670919
03-03-2023 05:00,240.5376888
16-06-2019 03:00,215.3445037
28-11-2022 20:00,201.4265737
28-11-2022 04:00,217.4357487
22-03-2022 02:00,247.6745386
25-02-2023 06:00,260.7101603
11-06-2021 08:00,238.4984428
19-04-2019 19:00,185.3972593
28-09-2023 17:00,192.8950542
08-10-2022 04:00,225.3418771
24-11-2019 17:00,166.9688944
17-02-2020 07:00,229.3405266
25-04-2023 17:00,229.6589254
24-11-2022 14:00,
09-12-2021 01:00,222.2891431
27-06-2022 05:00,244.9299489
26-09-2020 06:00,208.8348993
10-09-2020 05:00,210.9711927
04-09-2021 18:00,181.8148418
17-12-2019 22:00,186.2025808
06-12-2021 14:00,194.8530051
21-03-2021 23:00,229.0796025
23-03-2023 12:00,244.4094457
28-11-2019 11:00,223.546149
16-04-2021 23:00,221.722679
05-03-2023 21:00,223.0538804
19-09-2020 18:00,182.215388
26-01-2019 03:00,234.602945
02-04-2021 07:00,233.7047091
03-07-2023 12:00,228.6400478
12-04-2020 17:00,175.3867556
18-03-2019 22:00,218.4717572
29-10-2023 19:00,213.3633933
09-05-2020 12:00,223.2782813
15-08-2020 14:00,198.3825636
25-10-2020 01:00,196.8092408
25-01-2020 23:00,210.5789011
